,show_id,title,listed_in,description
1918,81128584,Super Deluxe,"Comedies, Dramas, International Movies","Sex, stigma and spirituality merge in these eccentric stories of an angsty teenager, an unfaithful wife and a transgender woman returning to her past."
1919,80198478,Calibre,"Dramas, International Movies, Thrillers",Two lifelong friends on a hunting trip in Scotland find their nerves – and their morals – ruthlessly tested after a harrowing turn of events.
1920,80191989,Jani Dueñas: Grandes fracasos de ayer y hoy,Stand-Up Comedy,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex."
1921,80238434,Penalty Kick,"Comedies, Dramas, International Movies","Convinced Mexico will lose the World Cup qualifier without him, a soccer superfan faces an impossible choice when family obligations stand in his way."
1922,80177782,Recovery Boys,Documentaries,"In a region ravaged by opioid abuse, four young men in a farming-based rehab forge a bond as they try to reinvent their lives after years of addiction."
1923,80217569,TAU,"Sci-Fi & Fantasy, Thrillers","Kidnapped by an inventor who uses her as a test subject to perfect his robotic AI, a street-smart young woman tries to escape her high-tech prison."
1924,80015210,Ralphie May: Imperfectly Yours,Stand-Up Comedy,"Comedian Ralphie May takes to the Las Vegas stage with his raw, rollicking take on men's fashion, racism, sex and even waffles. Filmed live in 2013."
1925,80134080,20th Century Women,"Dramas, Independent Movies","In 1979, single bohemian mom Dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him."
1926,81130373,El testigo,"Documentaries, International Movies",Colombian photojournalist Jesús Abad Colorado shares the stories behind a series of civil war photographs he captured throughout the '80s and '90s.
1927,81091378,La Leyenda del Diamante,"Action & Adventure, International Movies, Sci-Fi & Fantasy","When a gun-toting rebel tries to rescue her kidnapped sister, she finds herself up against a widely feared desperado and a cursed guardian of treasure."
1928,81136964,Staged Killer,Thrillers,"After a popular morning television host bumps into an old acquaintance with a dark past, her professional and personal lives begin to unravel."
1929,80241779,Birthmarked,"Comedies, Independent Movies, International Movies","In an attempt to settle the ""nature vs. nurture"" debate, a scientist couple raises three children to live lives that defy their genetic dispositions."
1930,80091936,Okja,"Action & Adventure, Comedies, Dramas","A gentle giant and the girl who raised her are caught in the crossfire between animal activism, corporate greed and scientific ethics."
1931,81110498,ANIMA,"Dramas, Independent Movies, Music & Musicals","In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud."
1932,81060096,Daniel Sosa: Maleducado,Stand-Up Comedy,"In his second stand-up special, Daniel Sosa reminisces about his childhood, ponders Mexican traditions and points out a major problem with ""Coco."""
1933,80994807,Skydancers,"Documentaries, Sports Movies",Only a few women pilots take part in the sport of aerobatics. Director Fredric Lean captures their powerful spirit at the World Aerobatic Championships.
1934,80133553,Chris D'Elia: Man on Fire,Stand-Up Comedy,"Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends."
1935,81092491,Hikaru Utada Laughter in the Dark Tour 2018,"International Movies, Music & Musicals","Celebrating twenty years since her debut, Hikaru Utada takes the stage at Makuhari Messe for the final performance of her Laughter in the Dark Tour."
1936,70236020,Kahaani,"International Movies, Music & Musicals, Thrillers","Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems."
1937,81002747,Spider-Man: Into the Spider-Verse,"Action & Adventure, Comedies","After being bitten by a radioactive spider, Brooklyn teen Miles Morales gets a crash course in web-slinging from his alternate-dimension counterparts."
1938,81075239,The Golem,"Horror Movies, Independent Movies, International Movies","As sickness spreads throughout the countryside, an infertile woman conjures a living child out of clay and sets it loose on her enemies."
1939,81108230,Unbroken,"Documentaries, International Movies","After the brutal murders of their loved ones, three individuals share how they healed through forgiveness in this documentary presented by Aamir Khan."
1940,80192018,Star Wars: Episode VIII: The Last Jedi,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","As the remnants of the Resistance flee Kylo Ren and the First Order, Rey seeks out Luke Skywalker – but he wants nothing more to do with the Force."
1941,80200015,W. Kamau Bell: Private School Negro,Stand-Up Comedy,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid."
1942,80161640,I Am Michael,"Dramas, LGBTQ Movies",Gay activist Michael Glatze begins a painful journey when he decides to renounce his sexuality for his religion in this drama based on true story.
1943,80108952,Neruda,"Dramas, International Movies","When a Chilean policeman vows to find and capture leftist poet Pablo Neruda, a game of cat and mouse ensues that tests both their wills."
1944,70308063,"What Happened, Miss Simone?","Documentaries, Music & Musicals","Using never-before-heard recordings, rare archival footage and her best-known songs, this is the story of legendary singer and activist Nina Simone."
1945,80996192,Mike Epps: Only One Mike,Stand-Up Comedy,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more."
1946,81090899,Recall,Dramas,"Struggling to move on from a heartbreaking loss, Mikey is drawn into a dangerous underworld robbery orchestrated by his unreliable stepbrother Dale."
1947,81095399,Tottaa Pataaka Item Maal,"Dramas, Independent Movies, International Movies","Exasperated with living in perpetual fear for their safety, four women kidnap a man to show him the realities of being female in Delhi."
1948,80038207,Expelled from Paradise,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","In the wake of a global catastrophe, the human survivors are ""uploaded"" into a cyber network, but someone or something is infiltrating the system."
1949,80171598,Kaabil,"Dramas, International Movies","The happy life of a young blind couple is shattered when the wife is raped and corrupt police won't help, sending the husband on a quest for revenge."
1950,80160994,"To Each, Her Own","Comedies, International Movies, LGBTQ Movies","Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef."
1951,80191356,Bruno and Boots: Go Jump in the Pool,"Children & Family Movies, Comedies","To keep pal Boots from being sent to a rival school with better athletics, prankster Bruno leads an epic campaign to build a pool at Macdonald Hall."
1952,80191357,Bruno and Boots: This Can't Be Happening at Macdonald Hall,"Children & Family Movies, Comedies","The biggest troublemakers at Macdonald Hall are Bruno and Boots, who are caught and face an unthinkable punishment: separation into different dorms."
1953,80097641,Sofía Niño de Rivera: Exposed,Stand-Up Comedy,Self-deprecating comic Sofía Niño de Rivera puts her sarcasm on full display in this stand-up special filmed live at Guadalajara's Degollado Theater.
1954,80097349,The Fundamentals of Caring,"Comedies, Dramas, Independent Movies","In this inspirational buddy comedy, a young shut-in and his caregiver take a road trip in search of landmarks, but end up finding hope and friendship."
1955,81055402,The Long Goodbye: The Kara Tippetts Story,"Documentaries, Faith & Spirituality","Faced with terminal breast cancer, a courageous wife and mother turns her suffering into a resilient message of faith, love and compassion."
1956,80231602,Hungerford,"Horror Movies, Independent Movies, International Movies","While filming his daily life for a media course, Cowen discovers his small English town may be under an ominous and otherworldly influence."
1957,26009364,Tarzan,Children & Family Movies,"After being shipwrecked off the African coast, a lone child grows up in the wild, and is destined to become lord of the jungle."
1958,80231601,The Darkest Dawn,"Action & Adventure, International Movies, Sci-Fi & Fantasy",An aspiring filmmaker records the chaos of an alien invasion while struggling to stay alive with her sister and a bickering band of survivors.
1959,80238351,Yoko and His Friends,Children & Family Movies,"Vik meets new friends in a new city, where they go on exciting adventures together with a magical being. But soon, his family must move again."
1960,80143794,American Anarchist,Documentaries,"This documentary profiles William Powell, who wrote the ""The Anarchist Cookbook"" in the early 1970s and spent his later life regretting his actions."
1961,80168227,Nobody Speak: Trials of the Free Press,Documentaries,"Hulk Hogan's court case against Gawker Media sheds light on wealthy, powerful figures who challenge freedom of the press in order to silence critics."
1962,70026432,Tarzan 2,Children & Family Movies,How did the King of the Jungle ascend to the throne? Find out in this charming prequel to the hit animated movie that catches Tarzan as a young child.
1963,80155477,You Get Me,"Dramas, Thrillers","After a one-night stand, Holly develops a dangerous obsession with Tyler and transfers to his high school, desperate to keep their ""romance"" alive."
1964,80038420,Advantageous,"Dramas, Independent Movies, Sci-Fi & Fantasy","In order to keep her job at a biomedical engineering firm that prizes youth, a middle-aged woman must submit to a drastic experimental procedure."
1965,81035849,Salem: His Sister's Father,"Dramas, International Movies","A street vendor's simple life is turned upside down after the Egyptian revolution of 2011, forcing him to contend with criminals and cops alike."
1966,80195901,Triple Threat,"Action & Adventure, International Movies",A crew of ruthless criminals hired to kill an influential heiress meet their match in a trio of surprisingly adept fighters who come to her aid.
1967,80128245,Brain on Fire,"Dramas, Independent Movies, International Movies","Stricken with seizures, psychosis and memory loss, a young New York Post reporter visits doctor after doctor in search of an elusive diagnosis."
1968,80219802,Derren Brown: Miracle,International Movies,"Illusionist Derren Brown reinvents the concept of ""faith healing” through a series of stunts that debunk the confines of fear, pain and disbelief."
1969,80993655,Us and Them,"Dramas, International Movies, Romantic Movies","Two strangers meet on a train and form a bond that evolves over the years. After a separation, they reconnect and reflect on their love for each other."
1970,80167644,Bokeh,"Dramas, Independent Movies, Sci-Fi & Fantasy","After learning they are the sole survivors of an eerie apocalypse, a young American couple on vacation in Iceland ponder their love and the future."
1971,80027041,XX,Horror Movies,This four-part anthology of short horror films features stories that include some traditional themes but all are shown from a female point of view.
1972,81018067,Blood Will Tell,"Dramas, Independent Movies, International Movies",Family patriarch Elías begins to unravel after the death of his wife – which casts a suspicious light on her tragic accident.
1973,81033473,EVANGELION: DEATH (TRUE)²,"Action & Adventure, Anime Features, International Movies","Fifteen years after the Second Impact, apathetic teen Shinji joins his father's group NERV to fight the Angels. But the truth may destroy them all."
1974,81035870,Good Luck,"Dramas, International Movies","Seeking an apartment to share with his wife, an apolitical man starts to question his own modest goals as revolution swirls around him."
1975,60024788,The End of Evangelion,"Action & Adventure, Anime Features, International Movies","Seele orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can trigger Third Impact and Instrumentality under his control."
1976,80166185,Dangal,"Dramas, International Movies, Sports Movies",A once-promising wrestler pursues the gold medal he never won by training two of his daughters to compete at the Commonwealth Games.
1977,81035868,An Upper Egyptian,"Comedies, Dramas, International Movies","Eager to settle down, Abdullah searches for the right woman to marry – but the one he truly longs for may not feel the same way."
1978,81035877,Bewildered Bolbol,"Comedies, International Movies, Romantic Movies",A man suffering from amnesia can't seem to choose between the women playing tricks on him.
1979,81131274,Rakkhosh,"Horror Movies, Independent Movies, International Movies",An asylum patient’s troubled past threatens his grasp on reality as fellow hospital residents begin disappearing at the hands of an unknown entity.
1980,81035876,Reaction,"Dramas, International Movies","When a series of seemingly random people are murdered, baffled police search for a killer who may have a connection to them all."
1981,81035875,The Chord,"Dramas, International Movies","A detective investigates the murder of a young musician, whose philandering lifestyle leaves a long list of suspects and a lot of questions."
1982,81035866,The Player,"Comedies, International Movies","To save his father’s company from bankruptcy, a rich, spoiled playboy is forced to wed a no-nonsense woman, who's just as unhappy to be marrying him."
1983,81027187,The Wolf's Call,"Dramas, International Movies, Thrillers","With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem – or sound – using only his ears."
1984,81035879,Three-Quarters Decent,"Comedies, Dramas, International Movies","Determined to fight corruption in his country, a newspaper cartoonist debuts a new take-no-prisoners attitude."
1985,81035871,Unruly Friends,"International Movies, Thrillers",A young woman discovers that familial and psychological traumas can be difficult to leave behind.
1986,80173234,Amar Akbar & Tony,"Comedies, Dramas, International Movies","The brotherly bond between three childhood friends – one Sikh, one Muslim and one Catholic – is tested by the often comic absurdities of adulthood."
1987,80151644,Puss in Book: Trapped in an Epic Tale,"Children & Family Movies, Comedies","After tumbling into a magic storybook, Puss in Boots must fight, dance and romance his way through wild adventures as he searches for an escape."
1988,80185223,Rory Scovel Tries Stand-Up for the First Time,Stand-Up Comedy,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song."""
1989,70038131,"Good Night, and Good Luck",Dramas,Veteran television newsman Edward R. Murrow faces off against Sen. Joseph McCarthy and his crusade to quell the threat of communism in America.
1990,81110386,Krutant,"Dramas, International Movies","When a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life."
1991,80108430,The Duel,Dramas,"In 1866, a Texas Ranger investigates some suspicious deaths in a town ruled by a religious despot whose past contains a disturbing link to his own."
1992,70135893,The King's Speech,"Dramas, International Movies","In this biographical drama, Britain's King George VI struggles with an embarrassing stutter until he seeks help from speech therapist Lionel Logue."
1993,80121844,1898: Our Last Men in the Philippines,"Dramas, International Movies","While Spain relinquishes its last colonies, a battle-fatigued outpost engages in a long, brutal and sometimes bizarre clash with Filipino insurgents."
1994,80158750,Lucid Dream,"International Movies, Sci-Fi & Fantasy, Thrillers","After searching for his abducted son for three years, a devastated father attempts to track down his missing child through lucid dreams."
1995,80216302,Beats,"Dramas, Independent Movies, Music & Musicals","On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor."
1996,81105525,Memory Games,Documentaries,Glimpse into the brain's vast potential for memorization through the eyes of four competitive memory athletes as they share techniques and insights.
1997,81017094,Running for Grace,"Dramas, Romantic Movies","In 1920s Hawaii, a young man of mixed race and the daughter of a white plantation owner must overcome racial and class prejudice to be together."
1998,80190535,The Edge of Democracy,"Documentaries, International Movies",Political documentary and personal memoir collide in this exploration into the complex truth behind the unraveling of two Brazilian presidencies.
1999,80241071,VS.,Dramas,"A young man in foster care finds his voice in the underground rap battle scene. But when his mother returns, a lifetime of pain comes with her."
2000,80233611,Hannah Gadsby: Nanette,Stand-Up Comedy,"Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil."
2001,80160814,The Incident,"International Movies, Sci-Fi & Fantasy, Thrillers","Two criminals race down a stairwell, a cop close behind. A bickering family begins a road trip. Their journeys will take far longer than expected."
2002,80993404,Adam Devine: Best Time of Our Lives,Stand-Up Comedy,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha."
2003,81092781,Antariksha Ke Rakhwale,Children & Family Movies,Space villains have abducted all the superheroes! It’s up to Bheem and his trusty team to save the others.
2004,81001090,Big Kill,Action & Adventure,A tenderfoot and two gamblers seeking their fortunes in a boom town instead find themselves defending it from a gunslinging preacher and his gang.
2005,81083891,Bob Lazar: Area 51 & Flying Saucers,Documentaries,"Decades ago, Bob Lazar blew the whistle on Area 51. Now he’s back to explain the alien tech he worked with, and the government's war to shut him up."
2006,81092782,Dragonkala Ka Rahasya,Children & Family Movies,"Bheem helps to reopen Dragonpur's abandoned magic and martial arts school, but is tested like never before when an ex-student returns seeking revenge!"
2007,81092780,Samudri Lootere,Children & Family Movies,The king’s ship has been taken over by seemingly fearless pirates! Can Bheem find the one thing that might scare them away?
2008,81092783,Super Bheem Bana Vajraveer,Children & Family Movies,"Hoping to find a magical root, a monster has captured farmers in the land of Vyom. It’s up to Bheem and the gang to foil his plan and save the kingdom!"
2009,81136963,The Wrong Babysitter,Thrillers,"A widow searches for her missing teenage daughter, not knowing that her seemingly helpful neighbor is hiding a terrible secret."
2010,80076698,Ip Man 3,"Action & Adventure, Dramas, International Movies","Martial arts master Ip springs into action when his son's school is threatened by a shady American, then defends his status as wing chun champion."
2011,80038159,The Stanford Prison Experiment,"Dramas, Independent Movies, Thrillers","Conducting a study on the psychology of incarceration, a Stanford professor assigns guard and prisoner roles to 24 male test subjects in a mock jail."
2012,80037691,Cop Car,Thrillers,Two mischievous boys get thrust into a game of cat and mouse with a murderous psychopath after they decide to steal a police officer’s cruiser.
2013,80998296,Right Here Right Now,"Comedies, Dramas, Independent Movies","The owner of a failing music club throws one last blowout, bringing together friends, foes and hard-partying weirdos for an unhinged New Year's Eve."
2014,80049873,Counterpunch,"Documentaries, Sports Movies","As boxing's popularity wanes, three fighters at different stages of their career make sacrifices to pursue their dreams of becoming champions."
2015,80094358,The Real Miyagi,"Documentaries, Sports Movies","A look at the life of karate master Fumio Demura shows how he spread the discipline in the West, winning countless devotees and influencing Hollywood."
2016,80174177,What the Health,Documentaries,"This film examines the link between diet and disease, and the billions of dollars at stake in the healthcare, pharmaceutical and food industries."
2017,81123051,3 Seconds Divorce,"Documentaries, Faith & Spirituality","A Muslim women's activist group in India protests against oral divorces, starting a movement to reclaim their religious and constitutional rights."
2018,81034980,Life Overtakes Me,Documentaries,"In the grip of trauma, hundreds of refugee children in Sweden withdraw from life's uncertainties into a coma-like illness called Resignation Syndrome."
2019,81123052,Luckee,"Comedies, International Movies, Romantic Movies","When his friends make a bet that he can woo his college crush, a lovesick student named Luckee struggles between satisfying his heart and hormones."
2020,81035887,Monopoly (The Bank Of Luck),"Comedies, International Movies","Seeking revenge on his employer, a lazy bank agent and his two dim-witted friends concoct an elaborate but flawed heist."
2021,81113927,Pihu,"Dramas, Independent Movies, International Movies","A two-year-old must fend for herself when her mother suddenly passes away while her father is gone for a conference, leaving her prone to danger."
2022,70074315,Chronicle of an Escape,"Dramas, International Movies, Thrillers","Soccer goalie Claudio Tamburrini is kidnapped by the Argentine military. Several months later, he joins other prisoners in planning a daring escape."
2023,81002885,LEGO House - Home of the Brick,"Documentaries, International Movies","In Billund, Denmark, a nearly 130,000-square-foot house is constructed with 25 million Lego bricks, capturing the awe of kids of all ages."
2024,80991033,Lust Stories,"Comedies, Dramas, International Movies","In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India."
2025,80244547,Maktub,"Comedies, International Movies","After surviving a bomb attack, two low-level mobsters in Jerusalem change their ways and set about making strangers' Wailing Wall prayers come true."
2026,80991025,Pacificum: Return to the Ocean,"Documentaries, International Movies","Four scientists offer a sweeping yet intimate exploration of Peru's majestic coastline by land, sea and air."
2027,80184100,Set It Up,"Comedies, Romantic Movies","In desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love."
2028,80131280,Sunday's Illness,"Dramas, Independent Movies, International Movies","Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location."
2029,80991026,The last hour,"Dramas, International Movies","In this compelling true story, two Peruvian detectives go undercover to locate and capture the elusive leader of the Shining Path guerrilla army."
2030,80164206,Cave,"Action & Adventure, International Movies, Thrillers","Torn between old camaraderie and recent tensions, three ex-soldiers reunite to explore a deadly cave but soon discover terror beyond all expectations."
2031,80187684,Kanavu Variyam,"Comedies, Dramas, International Movies","Despite doubts from fellow villagers who think he’s crazy, an ambitious dropout commits himself to solving a persistent local electricity crisis."
2032,80160726,Marco Luque: Tamo Junto,Stand-Up Comedy,"Eclectic character comedian Marco Luque plays himself in this stand-up special about relationships, regional differences and his own love of movies."
2033,80104706,Mr. Gaga: A True Story of Love and Dance,"Documentaries, International Movies",World-renowned choreographer Ohad Naharin is profiled in this vivid documentary that mixes rehearsal footage with insights about his influence.
2034,80172284,S Is for Stanley,"Documentaries, International Movies","This film examines the complex life of iconic filmmaker Stanley Kubrick, as seen through the eyes of his devoted longtime driver, Emilio D'Alessandro."
2035,80158770,The Russian Revolution,Documentaries,"Starting in 1881, this film describes how the personal battle between the royal Romanovs and Lenin's Ulyanov family led to the Russian Revolution."
2036,70302844,The Pirate Fairy,Children & Family Movies,"In this spritely tale, Tinker Bell and her friends set out to find free-spirited fairy Zarina after she makes off with some precious Blue Pixie Dust."
2037,80245601,DJ Cinderella,"Children & Family Movies, Comedies","Fiercely independent and disillusioned with love, a teen DJ is determined to chart her own path, till a pop heartthrob falls for her awesome mix."
2038,80242619,Murder Mystery,Comedies,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht."
2039,70267830,Cutie and the Boxer,Documentaries,"A 2014 Oscar nominee for Best Documentary Feature, this film explores the symbiotic relationship of artists Ushio and Noriko Shinohara."
2040,81035853,Convict,"Dramas, International Movies","Sentenced to death for committing rape, a convict navigates his final trying days alongside his allies and enemies in prison."
2041,81035841,Flimflam,"Comedies, International Movies","Nosy family in tow, a fun-loving bachelor goes on a romantic getaway, but he ends up pretending to be married to a complete stranger to avoid trouble."
2042,81147766,Oprah Presents When They See Us Now,Documentaries,"Oprah Winfrey talks with the exonerated men once known as the Central Park Five, plus the cast and producers who tell their story in ""When They See Us."""
2043,81035889,Savage Raghda,"Comedies, International Movies, Romantic Movies","Desperate to support his son, a single father uses his talent with makeup to dress up as a woman to try out for a part in a commercial."
2044,81088277,The 3rd Eye 2,"Horror Movies, International Movies","Working in an orphanage, Alia meets teen Nadia, who says she hears a strange voice in the walls. When they try to find the source, things go very wrong."
2045,81035874,The Ant's Scream,"Comedies, Dramas, International Movies","Released after being wrongly imprisoned in Iraq, an Egyptian contractor returns home to a country on the brink of revolution."
2046,81035883,The Cell,"Action & Adventure, Dramas, International Movies",A special operations officer vows to get revenge against the terrorist who killed his friend in a brutal attack.
2047,81035848,The Right One,"Dramas, International Movies, Romantic Movies","Under pressure to marry, a rich playboy is conflicted between four women who each possess a different quality he desires in his ideal wife."
2048,80176756,Dragonheart: Battle for the Heartfire,"Action & Adventure, Sci-Fi & Fantasy","When the king of Brittania dies, the dragon who shares his heart must find a new ruler, but the monarch's grandchildren go to war over the throne."
2049,80168221,"Oh, Hello On Broadway",Stand-Up Comedy,"Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show."
2050,70261178,Reincarnated,"Documentaries, Music & Musicals","Vice magazine's Andy Capper follows rapper Snoop Dogg on a pilgrimage to Jamaica, where he rechristens himself Snoop Lion, a reggae artist."
2051,81002929,Jo Koy: Comin' In Hot,Stand-Up Comedy,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more."
2052,80221016,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,"Documentaries, Music & Musicals","In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention."
2053,80994442,A new Capitalism,"Documentaries, International Movies","Entrepreneurs worldwide explore alternatives to current capitalist structures, advocating for profitable businesses that also tackle social inequality."
2054,80222188,My Daddy is in Heaven,"Dramas, Faith & Spirituality","After the sudden loss of her husband, a mother has a crisis of faith and struggles to keep her life together for the sake of her daughter and herself."
2055,80221640,Ralph Breaks the Internet: Wreck-It Ralph 2,"Children & Family Movies, Comedies","When video-game bad guy Ralph and best friend Vanellope discover a way onto the internet, they set off on a mission to save her broken game."
2056,60001104,Daughters of the Dust,"Classic Movies, Dramas, Independent Movies",An African American Gullah family leaves their coastal island home in 1902 and risks losing their culture to start a new life on the U.S. mainland.
2057,80132601,Havenhurst,"Horror Movies, Thrillers","An alcoholic with a tragic past rents an apartment in a building for those in recovery, but soon learns the truth about residents who get ""evicted."""
2058,80114989,Sword Master,"Action & Adventure, Dramas, International Movies","Haunted by the past, a master swordsman masks his identity to work anonymously as a janitor in a brothel, setting in motion a violent chain of events."
2059,81092768,#Selfie,"Comedies, Dramas, International Movies","Two days before their final exams, three teen girls make a seaside getaway to end their adolescence with a bang."
2060,81092766,#Selfie 69,"Comedies, Dramas, International Movies","After a painful breakup, a trio of party-loving friends makes a bet: who can get married in three days."
2061,70060018,"10,000 B.C.",Action & Adventure,Fierce mammoth hunter D'Leh sets out on an impossible journey to rescue the woman he loves from a vicious warlord and save the people of his village.
2062,70202141,50/50,"Comedies, Dramas, Independent Movies",An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.
2063,81032375,Bullitt County,"Independent Movies, Thrillers","When four college friends reunite for a bachelor party, their hunt for cash said to be hidden in Kentucky's backwoods leads to bloodshed and betrayal."
2064,352989,Carrie,"Classic Movies, Cult Movies, Horror Movies","An outcast teen with telekinetic ability lashes out with her deadly power when the high school ""in crowd"" torments her with a sick joke at the prom."
2065,81062606,III Smoking Barrels,"Dramas, Independent Movies, International Movies","In three stories set in Northeast India, a child goes on the run, a young adult falls in with the wrong crowd and a desperate man turns to crime."
2066,81077795,Life in the Doghouse,"Documentaries, LGBTQ Movies","A couple operates a bustling dog rescue out of their own home, vowing to give a safe space to the neediest pups on the planet – 10,000 and counting."
2067,81092767,Love Is a Story,"International Movies, Romantic Movies","Two young artists, a violin player and an actress, fight to achieve their dreams and keep their relationship together during Christmastime."
2068,81092909,"Oh, Ramona!","Comedies, International Movies",Awkward 16-year-old Andrei is infatuated with his alluring but aloof schoolmate Ramona – until he meets stunning hotel clerk Anemona while on vacation.
2069,81070008,Prosecuting Evil: The Extraordinary World of Ben Ferencz,Documentaries,"A gripping profile of Ben Ferencz, the last surviving lead prosecutor at the Nuremberg trials whose lifelong desire for justice altered the rule of law."
2070,70098605,Righteous Kill,"Dramas, Thrillers","Two detectives investigate a rash of vigilante killings linked to an old case, suggesting they might have put an innocent man behind bars."
2071,81077539,Satan & Adam,"Documentaries, Music & Musicals",An aging blues guitarist and a grad student form an unlikely duo while busking on the street corners of 1980s Harlem.
2072,20129240,Small Soldiers,"Action & Adventure, Comedies, Sci-Fi & Fantasy","When the Commando Elite, a group of toy action figures, are released before they've been tested, they attack the children playing with them."
2073,70108017,The Box,"Sci-Fi & Fantasy, Thrillers",A couple must decide whether to push a button that will net them a million dollars but that will also cause the death of a complete stranger.
2074,70011219,The Phantom of the Opera,"Dramas, Music & Musicals, Romantic Movies","In 1870, a disfigured recluse roams beneath a Parisian opera house and takes under his wing a young soprano, with whom a love triangle develops."
2075,80097424,The Space Between Us,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy","After years of limited contact with Earth, an inquisitive teen who lives on Mars makes an interplanetary trek to discover his own origins."
2076,80203143,Then Came You,"Comedies, Dramas, Independent Movies",A hypochondriac confronts his fear of death when a terminally ill teen girl enlists him to help her complete her bucket list.
2077,81068732,We Are Legends,"Action & Adventure, International Movies, Sports Movies","Raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring."
2078,60026155,What a Girl Wants,"Children & Family Movies, Comedies","In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician."
2079,80994443,B.A. Pass 2,"Dramas, International Movies","A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love."
2080,80245442,Bad Genius,"International Movies, Thrillers",A top student gets pulled into a cheating racket with increasingly higher risks and even higher rewards. But she may lose much more than she gains.
2081,80190515,Bobbi Jene,Documentaries,This candid profile follows dancer Bobbi Jene Smith as she leaves the company of Israeli choreographer Ohad Naharin to forge her own artistic path.
2082,80048218,He Named Me Malala,Documentaries,"This documentary tells the story of a teenage Pakistani girl shot for her advocacy of women's education, her survival, and her continued efforts."
2083,60033300,Miracle,"Children & Family Movies, Dramas, Sports Movies",U.S. hockey coach Herb Brooks unites a motley crew of college athletes and turns them into a force to be reckoned with at the 1980 Winter Olympics.
2084,70011206,National Treasure,"Action & Adventure, Children & Family Movies","Modern treasure hunters search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin."
2085,80998558,Natsamrat - Asa Nat Hone Nahi,"Dramas, International Movies","A veteran Shakespearean actor steps off the stage and into the painful tragedy of old age, facing ungrateful family and his fleeting legacy."
2086,80168167,Outside In,"Dramas, Independent Movies","After serving time for a crime he didn’t commit, a 38-year-old man forms a complicated, life-altering bond with the woman who advocated for his early release."
2087,80245626,Pedal the World,"Documentaries, International Movies, Sports Movies","Over the course of one memorable and adventure-filled year, Felix Starck documents his 18,000-kilometer bicycle journey across 22 countries."
2088,80196584,Singularity,"Action & Adventure, Dramas, Sci-Fi & Fantasy","Nearly a century after artificial intelligence tried to eradicate people from Earth, two survivors search for a human enclave rumored to still exist."
2089,80157084,Aashik Awara,"Dramas, International Movies, Music & Musicals","Raised by a kindly thief, orphaned Jimmy goes on the run from goons and falls in love with Jyoti, whose father indirectly caused his parents' deaths."
2090,80158580,Amelia: A Tale of Two Sisters,Documentaries,"Eight decades after her disappearance, Amelia Earhart's incredible accomplishments are still celebrated, thanks in large part to her sister Muriel."
